k_on,k_off,v_open,v_close
9.999999999999999e-6,1.0e-5,3.1622776601683795e-5,0.0031622776601683794
9.999999999999999e-6,3.1622776601683795e-5,3.1622776601683796e-6,0.00031622776601683794
9.999999999999999e-6,3.1622776601683795e-5,3.1622776601683796e-6,0.001
9.999999999999999e-6,3.1622776601683795e-5,3.1622776601683796e-6,0.0031622776601683794
9.999999999999999e-6,3.1622776601683795e-5,1.0e-5,0.00031622776601683794
9.999999999999999e-6,3.1622776601683795e-5,1.0e-5,0.001
9.999999999999999e-6,3.1622776601683795e-5,1.0e-5,0.0031622776601683794
9.999999999999999e-6,3.1622776601683795e-5,3.1622776601683795e-5,0.00031622776601683794
9.999999999999999e-6,3.1622776601683795e-5,3.1622776601683795e-5,0.001
9.999999999999999e-6,3.1622776601683795e-5,3.1622776601683795e-5,0.0031622776601683794
9.999999999999999e-6,0.00010000000000000002,3.1622776601683796e-6,0.00031622776601683794
9.999999999999999e-6,0.00010000000000000002,3.1622776601683796e-6,0.001
9.999999999999999e-6,0.00010000000000000002,3.1622776601683796e-6,0.0031622776601683794
9.999999999999999e-6,0.00010000000000000002,1.0e-5,0.00031622776601683794
9.999999999999999e-6,0.00010000000000000002,1.0e-5,0.001
9.999999999999999e-6,0.00010000000000000002,1.0e-5,0.0031622776601683794
9.999999999999999e-6,0.00010000000000000002,3.1622776601683795e-5,0.00031622776601683794
9.999999999999999e-6,0.00010000000000000002,3.1622776601683795e-5,0.001
9.999999999999999e-6,0.00010000000000000002,3.1622776601683795e-5,0.0031622776601683794
3.1622776601683795e-5,1.0e-5,3.1622776601683796e-6,0.00031622776601683794
3.1622776601683795e-5,1.0e-5,3.1622776601683796e-6,0.001
3.1622776601683795e-5,1.0e-5,3.1622776601683796e-6,0.0031622776601683794
3.1622776601683795e-5,1.0e-5,1.0e-5,0.00031622776601683794
3.1622776601683795e-5,1.0e-5,1.0e-5,0.001
3.1622776601683795e-5,1.0e-5,1.0e-5,0.0031622776601683794
3.1622776601683795e-5,1.0e-5,3.1622776601683795e-5,0.00031622776601683794
3.1622776601683795e-5,1.0e-5,3.1622776601683795e-5,0.001
3.1622776601683795e-5,1.0e-5,3.1622776601683795e-5,0.0031622776601683794
3.1622776601683795e-5,3.1622776601683795e-5,3.1622776601683796e-6,0.00031622776601683794
3.1622776601683795e-5,3.1622776601683795e-5,3.1622776601683796e-6,0.001
3.1622776601683795e-5,3.1622776601683795e-5,3.1622776601683796e-6,0.0031622776601683794
3.1622776601683795e-5,3.1622776601683795e-5,1.0e-5,0.00031622776601683794
3.1622776601683795e-5,3.1622776601683795e-5,1.0e-5,0.001
3.1622776601683795e-5,3.1622776601683795e-5,1.0e-5,0.0031622776601683794
3.1622776601683795e-5,3.1622776601683795e-5,3.1622776601683795e-5,0.00031622776601683794
3.1622776601683795e-5,3.1622776601683795e-5,3.1622776601683795e-5,0.001
3.1622776601683795e-5,3.1622776601683795e-5,3.1622776601683795e-5,0.0031622776601683794
3.1622776601683795e-5,0.00010000000000000002,3.1622776601683796e-6,0.00031622776601683794
3.1622776601683795e-5,0.00010000000000000002,3.1622776601683796e-6,0.001
3.1622776601683795e-5,0.00010000000000000002,3.1622776601683796e-6,0.0031622776601683794
3.1622776601683795e-5,0.00010000000000000002,1.0e-5,0.00031622776601683794
3.1622776601683795e-5,0.00010000000000000002,1.0e-5,0.001
3.1622776601683795e-5,0.00010000000000000002,1.0e-5,0.0031622776601683794
3.1622776601683795e-5,0.00010000000000000002,3.1622776601683795e-5,0.00031622776601683794
3.1622776601683795e-5,0.00010000000000000002,3.1622776601683795e-5,0.001
3.1622776601683795e-5,0.00010000000000000002,3.1622776601683795e-5,0.0031622776601683794
